,employee_name,rental_date,rental_rate,customer_name,rental_id,film_id
2695,Mike Hillyer,2005-07-09 19:35:12.000,4.99,THEODORE CULP,5393,310
2696,Mike Hillyer,2005-07-09 19:42:37.000,4.99,MONICA HICKS,5395,968
2697,Mike Hillyer,2005-07-09 19:42:52.000,0.99,EVERETT BANDA,5396,831
2698,Mike Hillyer,2005-07-09 19:43:51.000,4.99,JEANETTE GREENE,5397,956
2699,Mike Hillyer,2005-07-09 19:44:58.000,0.99,BETH FRANKLIN,5398,948
2700,Mike Hillyer,2005-07-09 20:01:58.000,4.99,CARLOS COUGHLIN,5402,972
2701,Mike Hillyer,2005-07-09 20:07:09.000,0.99,KATHLEEN ADAMS,5403,870
2702,Mike Hillyer,2005-07-09 20:10:43.000,2.99,MARCIA DEAN,5404,806
2703,Mike Hillyer,2005-07-09 20:16:51.000,4.99,CLARA SHAW,5408,694
2704,Mike Hillyer,2005-07-09 20:17:19.000,2.99,THEODORE CULP,5409,773
2705,Mike Hillyer,2005-07-09 20:23:52.000,0.99,LLOYD DOWD,5412,697
2706,Mike Hillyer,2005-07-09 20:30:03.000,4.99,PEDRO CHESTNUT,5415,964
2707,Mike Hillyer,2005-07-09 20:41:35.000,0.99,GRACE ELLIS,5418,11
2708,Mike Hillyer,2005-07-09 20:47:36.000,2.99,MAUREEN LITTLE,5419,331
2709,Mike Hillyer,2005-07-09 20:49:12.000,0.99,ANNA HILL,5421,531
2710,Mike Hillyer,2005-07-09 21:04:47.000,2.99,BARRY LOVELACE,5426,56
2711,Mike Hillyer,2005-07-09 21:12:26.000,2.99,MARC OUTLAW,5427,702
2712,Mike Hillyer,2005-07-09 21:14:03.000,2.99,DAWN SULLIVAN,5429,540
2713,Mike Hillyer,2005-07-09 21:19:54.000,0.99,AUDREY RAY,5430,315
2714,Mike Hillyer,2005-07-09 21:21:11.000,0.99,GINA WILLIAMSON,5431,610
2715,Mike Hillyer,2005-07-09 21:52:05.000,4.99,MARIA MILLER,5441,854
2716,Mike Hillyer,2005-07-09 21:59:41.000,0.99,WILLARD LUMPKIN,5445,122
2717,Mike Hillyer,2005-07-09 22:13:25.000,4.99,JEFFREY SPEAR,5450,512
2718,Mike Hillyer,2005-07-09 22:22:10.000,4.99,DEBRA NELSON,5451,764
2719,Mike Hillyer,2005-07-09 22:23:21.000,2.99,MARILYN ROSS,5452,443
2720,Mike Hillyer,2005-07-09 22:24:11.000,0.99,CONNIE WALLACE,5453,387
2721,Mike Hillyer,2005-07-09 22:24:25.000,4.99,ANNIE RUSSELL,5454,670
2722,Mike Hillyer,2005-07-09 22:31:45.000,2.99,RALPH MADRIGAL,5456,658
2723,Mike Hillyer,2005-07-09 22:33:14.000,0.99,DON BONE,5457,910
2724,Mike Hillyer,2005-07-09 22:35:49.000,2.99,ROLAND SOUTH,5458,476
2725,Mike Hillyer,2005-07-09 22:43:56.000,0.99,REGINA BERRY,5459,402
2726,Mike Hillyer,2005-07-09 22:57:02.000,4.99,JEREMY HURTADO,5463,131
2727,Mike Hillyer,2005-07-09 22:58:14.000,0.99,EDDIE TOMLIN,5464,807
2728,Mike Hillyer,2005-07-09 23:01:13.000,2.99,ANGEL BARCLAY,5465,158
2729,Mike Hillyer,2005-07-09 23:06:09.000,0.99,ANDREA HENDERSON,5468,475
2730,Mike Hillyer,2005-07-09 23:08:07.000,2.99,PEDRO CHESTNUT,5469,476
2731,Mike Hillyer,2005-07-09 23:10:49.000,2.99,TIMOTHY BUNN,5470,716
2732,Mike Hillyer,2005-07-09 23:23:57.000,2.99,AARON SELBY,5474,789
2733,Mike Hillyer,2005-07-09 23:31:38.000,4.99,WILLIE HOWELL,5475,159
2734,Mike Hillyer,2005-07-09 23:37:09.000,0.99,JESUS MCCARTNEY,5476,266
2735,Mike Hillyer,2005-07-09 23:45:15.000,4.99,MARSHALL THORN,5478,706
2736,Mike Hillyer,2005-07-09 23:47:33.000,2.99,JO FOWLER,5479,49
2737,Mike Hillyer,2005-07-09 23:49:07.000,0.99,TOM MILNER,5480,186
2738,Mike Hillyer,2005-07-09 23:53:04.000,2.99,LEON BOSTIC,5482,462
2739,Mike Hillyer,2005-07-09 23:54:09.000,0.99,JULIA FLORES,5483,951
2740,Mike Hillyer,2005-07-09 23:54:37.000,4.99,CHARLIE BESS,5484,715
2741,Mike Hillyer,2005-07-09 23:55:25.000,2.99,AUDREY RAY,5485,857
2742,Mike Hillyer,2005-07-09 23:57:44.000,2.99,TED BREAUX,5486,628
2743,Mike Hillyer,2005-07-10 00:01:50.000,4.99,PETER MENARD,5487,253
2744,Mike Hillyer,2005-07-10 00:07:03.000,0.99,SAM MCDUFFIE,5489,504
2745,Mike Hillyer,2005-07-10 00:09:11.000,4.99,ADAM GOOCH,5490,668
2746,Mike Hillyer,2005-07-10 00:09:45.000,2.99,JOYCE EDWARDS,5491,437
2747,Mike Hillyer,2005-07-10 00:11:09.000,2.99,JIMMIE EGGLESTON,5492,987
2748,Mike Hillyer,2005-07-10 00:23:23.000,2.99,TINA SIMMONS,5497,977
2749,Mike Hillyer,2005-07-10 00:27:45.000,2.99,ELAINE STEVENS,5499,333
2750,Mike Hillyer,2005-07-10 00:28:17.000,0.99,BILL GAVIN,5500,741
2751,Mike Hillyer,2005-07-10 00:33:48.000,4.99,STEVE MACKENZIE,5501,867
2752,Mike Hillyer,2005-07-10 00:34:15.000,0.99,LYDIA BURKE,5502,812
2753,Mike Hillyer,2005-07-10 00:35:37.000,0.99,PATSY DAVIDSON,5503,850
2754,Mike Hillyer,2005-07-10 00:36:38.000,4.99,JON WILES,5504,670
2755,Mike Hillyer,2005-07-10 00:50:01.000,0.99,CARL ARTIS,5508,652
2756,Mike Hillyer,2005-07-10 00:54:46.000,4.99,CRYSTAL FORD,5509,253
2757,Mike Hillyer,2005-07-10 01:00:00.000,4.99,ROBERT BAUGHMAN,5511,804
2758,Mike Hillyer,2005-07-10 01:05:38.000,0.99,LEONARD SCHOFIELD,5512,976
2759,Mike Hillyer,2005-07-10 01:09:42.000,4.99,ARNOLD HAVENS,5514,396
2760,Mike Hillyer,2005-07-10 01:12:44.000,2.99,DEBRA NELSON,5515,825
2761,Mike Hillyer,2005-07-10 01:13:52.000,2.99,VIRGIL WOFFORD,5516,414
2762,Mike Hillyer,2005-07-10 01:15:00.000,0.99,CAROLYN PEREZ,5517,807
2763,Mike Hillyer,2005-07-10 01:18:32.000,0.99,ANNE POWELL,5519,290
2764,Mike Hillyer,2005-07-10 01:47:55.000,2.99,ETHEL WEBB,5523,483
2765,Mike Hillyer,2005-07-10 01:49:24.000,0.99,TODD TAN,5524,786
2766,Mike Hillyer,2005-07-10 02:03:08.000,2.99,HEIDI LARSON,5525,690
2767,Mike Hillyer,2005-07-10 02:19:28.000,0.99,LEAH CURTIS,5533,562
2768,Mike Hillyer,2005-07-10 02:26:49.000,4.99,BERTHA FERGUSON,5534,715
2769,Mike Hillyer,2005-07-10 02:27:42.000,4.99,CHRIS BROTHERS,5535,354
2770,Mike Hillyer,2005-07-10 02:44:21.000,0.99,JO FOWLER,5540,26
2771,Mike Hillyer,2005-07-10 02:48:07.000,4.99,STEVEN CURLEY,5544,227
2772,Mike Hillyer,2005-07-10 02:50:29.000,0.99,MARCIA DEAN,5545,23
2773,Mike Hillyer,2005-07-10 02:50:37.000,0.99,ANDRE RAPP,5546,641
2774,Mike Hillyer,2005-07-10 02:52:47.000,4.99,RON DELUCA,5547,313
2775,Mike Hillyer,2005-07-10 03:10:17.000,4.99,JUSTIN NGO,5556,979
2776,Mike Hillyer,2005-07-10 03:10:21.000,4.99,ARTHUR SIMPKINS,5557,313
2777,Mike Hillyer,2005-07-10 03:13:07.000,0.99,TYLER WREN,5559,896
2778,Mike Hillyer,2005-07-10 03:15:24.000,2.99,FRED WHEAT,5561,234
2779,Mike Hillyer,2005-07-10 03:17:42.000,2.99,JOHN FARNSWORTH,5562,788
2780,Mike Hillyer,2005-07-10 03:21:02.000,0.99,NICHOLAS BARFIELD,5563,488
2781,Mike Hillyer,2005-07-10 03:29:48.000,4.99,BETTY WHITE,5565,739
2782,Mike Hillyer,2005-07-10 03:30:17.000,2.99,SHEILA WELLS,5566,296
2783,Mike Hillyer,2005-07-10 03:46:47.000,2.99,JEREMY HURTADO,5570,438
2784,Mike Hillyer,2005-07-10 03:49:00.000,0.99,LLOYD DOWD,5572,595
2785,Mike Hillyer,2005-07-10 03:55:50.000,2.99,FLORENCE WOODS,5575,503
2786,Mike Hillyer,2005-07-10 03:58:40.000,4.99,NORA HERRERA,5577,827
2787,Mike Hillyer,2005-07-10 04:04:29.000,4.99,TARA RYAN,5579,210
2788,Mike Hillyer,2005-07-10 04:08:25.000,4.99,RICHARD MCCRARY,5582,734
2789,Mike Hillyer,2005-07-10 04:08:48.000,2.99,CLARENCE GAMEZ,5583,274
2790,Mike Hillyer,2005-07-10 04:15:43.000,4.99,ASHLEY RICHARDSON,5585,771
2791,Mike Hillyer,2005-07-10 04:17:06.000,0.99,JESUS MCCARTNEY,5586,650
2792,Mike Hillyer,2005-07-10 04:17:25.000,4.99,JAMIE WAUGH,5587,980
2793,Mike Hillyer,2005-07-10 04:22:58.000,4.99,RAMONA HALE,5589,804
2794,Mike Hillyer,2005-07-10 04:23:11.000,4.99,DALE RATCLIFF,5590,971
2795,Mike Hillyer,2005-07-10 04:25:03.000,2.99,JEREMY HURTADO,5591,83
2796,Mike Hillyer,2005-07-10 04:33:45.000,2.99,SIDNEY BURLESON,5595,59
2797,Mike Hillyer,2005-07-10 04:52:04.000,4.99,CLARENCE GAMEZ,5599,670
2798,Mike Hillyer,2005-07-10 04:56:55.000,0.99,CHESTER BENNER,5601,673
2799,Mike Hillyer,2005-07-10 05:05:00.000,0.99,LORI WOOD,5604,810
2800,Mike Hillyer,2005-07-10 05:08:26.000,4.99,ERNEST STEPP,5608,843
2801,Mike Hillyer,2005-07-10 05:09:46.000,0.99,LESTER KRAUS,5609,341
2802,Mike Hillyer,2005-07-10 05:13:43.000,2.99,KYLE SPURLOCK,5611,621
2803,Mike Hillyer,2005-07-10 05:16:56.000,0.99,BILLY POULIN,5614,26
2804,Mike Hillyer,2005-07-10 05:28:58.000,4.99,STEVEN CURLEY,5618,165
2805,Mike Hillyer,2005-07-10 05:29:33.000,2.99,ROSEMARY SCHMIDT,5619,22
2806,Mike Hillyer,2005-07-10 05:30:52.000,4.99,TINA SIMMONS,5620,653
2807,Mike Hillyer,2005-07-10 05:34:10.000,4.99,DANIEL CABRAL,5621,120
2808,Mike Hillyer,2005-07-10 05:43:16.000,4.99,GRACE ELLIS,5624,227
2809,Mike Hillyer,2005-07-10 05:49:35.000,2.99,ALAN KAHN,5626,665
2810,Mike Hillyer,2005-07-10 05:56:40.000,2.99,WANDA PATTERSON,5628,880
2811,Mike Hillyer,2005-07-10 06:02:25.000,0.99,KELLY KNOTT,5629,89
2812,Mike Hillyer,2005-07-10 06:31:24.000,2.99,PATRICIA JOHNSON,5636,895
2813,Mike Hillyer,2005-07-10 06:31:37.000,0.99,JANET PHILLIPS,5637,970
2814,Mike Hillyer,2005-07-10 06:33:39.000,0.99,DORA MEDINA,5639,535
2815,Mike Hillyer,2005-07-10 06:43:43.000,4.99,DIANE COLLINS,5641,780
2816,Mike Hillyer,2005-07-10 06:46:08.000,2.99,JAMES GANNON,5642,792
2817,Mike Hillyer,2005-07-10 06:49:00.000,4.99,REBECCA SCOTT,5643,174
2818,Mike Hillyer,2005-07-10 07:17:01.000,0.99,DEREK BLAKELY,5650,613
2819,Mike Hillyer,2005-07-10 07:18:58.000,0.99,CAROLYN PEREZ,5652,206
2820,Mike Hillyer,2005-07-10 07:21:27.000,0.99,CYNTHIA YOUNG,5653,204
2821,Mike Hillyer,2005-07-10 07:31:06.000,2.99,CINDY FISHER,5655,760
2822,Mike Hillyer,2005-07-10 07:31:07.000,0.99,JILL HAWKINS,5656,899
2823,Mike Hillyer,2005-07-10 07:45:40.000,2.99,MARGARET MOORE,5659,928
2824,Mike Hillyer,2005-07-10 07:46:12.000,4.99,DOLORES WAGNER,5660,307
2825,Mike Hillyer,2005-07-10 07:59:24.000,2.99,BRETT CORNWELL,5662,49
2826,Mike Hillyer,2005-07-10 08:04:41.000,4.99,WESLEY BULL,5664,518
2827,Mike Hillyer,2005-07-10 08:11:05.000,2.99,STACEY MONTGOMERY,5668,69
2828,Mike Hillyer,2005-07-10 08:26:26.000,0.99,MYRTLE FLEMING,5674,119
2829,Mike Hillyer,2005-07-10 08:31:06.000,2.99,RANDY GAITHER,5675,462
2830,Mike Hillyer,2005-07-10 08:38:32.000,0.99,SUZANNE NICHOLS,5676,786
2831,Mike Hillyer,2005-07-10 08:42:42.000,2.99,DIANA ALEXANDER,5678,952
2832,Mike Hillyer,2005-07-10 08:44:02.000,4.99,HAZEL WARREN,5679,86
2833,Mike Hillyer,2005-07-10 08:47:36.000,4.99,BETH FRANKLIN,5680,767
2834,Mike Hillyer,2005-07-10 08:48:39.000,4.99,DIANE COLLINS,5681,908
2835,Mike Hillyer,2005-07-10 08:52:13.000,4.99,MIRIAM MCKINNEY,5683,969
2836,Mike Hillyer,2005-07-10 08:59:03.000,4.99,ESTHER CRAWFORD,5684,20
2837,Mike Hillyer,2005-07-10 09:01:38.000,4.99,BEATRICE ARNOLD,5685,320
2838,Mike Hillyer,2005-07-10 09:16:08.000,4.99,WADE DELVALLE,5688,666
2839,Mike Hillyer,2005-07-10 09:24:17.000,0.99,BOBBY BOUDREAU,5689,377
2840,Mike Hillyer,2005-07-10 09:29:49.000,2.99,LEO EBERT,5691,772
2841,Mike Hillyer,2005-07-10 09:40:38.000,0.99,EVELYN MORGAN,5694,762
2842,Mike Hillyer,2005-07-10 09:47:00.000,4.99,CATHERINE CAMPBELL,5698,139
2843,Mike Hillyer,2005-07-10 09:48:04.000,0.99,STACEY MONTGOMERY,5699,213
2844,Mike Hillyer,2005-07-10 09:49:42.000,0.99,WANDA PATTERSON,5700,863
2845,Mike Hillyer,2005-07-10 10:00:01.000,2.99,GARY COY,5702,735
2846,Mike Hillyer,2005-07-10 10:04:15.000,0.99,ESTHER CRAWFORD,5703,348
2847,Mike Hillyer,2005-07-10 10:06:29.000,4.99,KENT ARSENAULT,5704,456
2848,Mike Hillyer,2005-07-10 10:26:14.000,2.99,VIRGIL WOFFORD,5707,154
2849,Mike Hillyer,2005-07-10 10:29:19.000,4.99,ROBERTO VU,5708,123
2850,Mike Hillyer,2005-07-10 10:31:52.000,0.99,MICHAEL SILVERMAN,5709,160
2851,Mike Hillyer,2005-07-10 10:32:52.000,4.99,JENNIE TERRY,5710,624
2852,Mike Hillyer,2005-07-10 10:37:20.000,2.99,HERMAN DEVORE,5711,869
2853,Mike Hillyer,2005-07-10 10:40:32.000,4.99,DAVID ROYAL,5712,763
2854,Mike Hillyer,2005-07-10 10:46:15.000,0.99,SIDNEY BURLESON,5713,269
2855,Mike Hillyer,2005-07-10 10:46:57.000,0.99,DONNA THOMPSON,5714,810
2856,Mike Hillyer,2005-07-10 10:48:03.000,0.99,ESTHER CRAWFORD,5715,357
2857,Mike Hillyer,2005-07-10 11:02:03.000,2.99,HELEN HARRIS,5717,116
2858,Mike Hillyer,2005-07-10 11:09:12.000,2.99,WALTER PERRYMAN,5720,125
2859,Mike Hillyer,2005-07-10 11:22:08.000,2.99,MONICA HICKS,5726,784
2860,Mike Hillyer,2005-07-10 11:26:14.000,2.99,GREGORY MAULDIN,5728,138
2861,Mike Hillyer,2005-07-10 11:31:52.000,2.99,BERNARD COLBY,5731,649
2862,Mike Hillyer,2005-07-10 11:37:28.000,0.99,CLIFFORD BOWENS,5734,89
2863,Mike Hillyer,2005-07-10 11:39:15.000,0.99,ROSE HOWARD,5735,717
2864,Mike Hillyer,2005-07-10 11:45:48.000,4.99,SHIRLEY ALLEN,5736,260
2865,Mike Hillyer,2005-07-10 11:50:04.000,0.99,VERA MCCOY,5737,247
2866,Mike Hillyer,2005-07-10 11:50:51.000,4.99,BRITTANY RILEY,5738,44
2867,Mike Hillyer,2005-07-10 11:51:50.000,2.99,WILLIE HOWELL,5739,35
2868,Mike Hillyer,2005-07-10 12:10:11.000,2.99,RICHARD MCCRARY,5745,9
2869,Mike Hillyer,2005-07-10 12:15:12.000,4.99,KATHRYN COLEMAN,5746,676
2870,Mike Hillyer,2005-07-10 12:15:33.000,4.99,MARSHALL THORN,5747,995
2871,Mike Hillyer,2005-07-10 12:19:59.000,2.99,EMILY DIAZ,5748,353
2872,Mike Hillyer,2005-07-10 12:20:36.000,0.99,DAVID ROYAL,5749,383
2873,Mike Hillyer,2005-07-10 12:25:11.000,4.99,ZACHARY HITE,5751,86
2874,Mike Hillyer,2005-07-10 12:38:56.000,0.99,PATRICIA JOHNSON,5755,606
2875,Mike Hillyer,2005-07-10 12:40:17.000,2.99,PEGGY MYERS,5757,397
2876,Mike Hillyer,2005-07-10 12:43:22.000,4.99,KENT ARSENAULT,5759,177
2877,Mike Hillyer,2005-07-10 12:44:48.000,2.99,MICHELE GRANT,5760,234
2878,Mike Hillyer,2005-07-10 12:48:01.000,2.99,AGNES BISHOP,5762,394
2879,Mike Hillyer,2005-07-10 12:58:12.000,4.99,JIMMY SCHRADER,5763,165
2880,Mike Hillyer,2005-07-10 12:58:16.000,0.99,COURTNEY DAY,5764,341
2881,Mike Hillyer,2005-07-10 13:03:02.000,0.99,MAE FLETCHER,5765,574
2882,Mike Hillyer,2005-07-10 13:07:31.000,0.99,NATHAN RUNYON,5766,1
2883,Mike Hillyer,2005-07-10 13:15:26.000,4.99,ALMA AUSTIN,5768,77
2884,Mike Hillyer,2005-07-10 13:17:58.000,0.99,DEBBIE REYES,5769,882
2885,Mike Hillyer,2005-07-10 13:26:45.000,0.99,SUZANNE NICHOLS,5771,722
2886,Mike Hillyer,2005-07-10 13:27:40.000,2.99,MICHELLE CLARK,5772,793
2887,Mike Hillyer,2005-07-10 13:31:56.000,2.99,CINDY FISHER,5774,73
2888,Mike Hillyer,2005-07-10 13:34:26.000,4.99,TIMOTHY BUNN,5775,469
2889,Mike Hillyer,2005-07-10 13:35:22.000,4.99,ALBERTO HENNING,5776,785
2890,Mike Hillyer,2005-07-10 13:41:37.000,0.99,GARY COY,5778,970
2891,Mike Hillyer,2005-07-10 13:45:54.000,2.99,VIOLA HANSON,5779,720
2892,Mike Hillyer,2005-07-10 13:55:33.000,0.99,PHILLIP HOLM,5783,733
2893,Mike Hillyer,2005-07-10 14:03:28.000,0.99,MELVIN ELLINGTON,5784,504
2894,Mike Hillyer,2005-07-10 14:08:49.000,4.99,MARIE TURNER,5787,239
2895,Mike Hillyer,2005-07-10 14:11:26.000,2.99,JOHNNIE CHISHOLM,5789,571
2896,Mike Hillyer,2005-07-10 14:22:19.000,0.99,TINA SIMMONS,5792,920
2897,Mike Hillyer,2005-07-10 14:33:00.000,2.99,NINA SOTO,5793,643
2898,Mike Hillyer,2005-07-10 14:36:29.000,0.99,DAVID ROYAL,5795,863
2899,Mike Hillyer,2005-07-10 14:45:09.000,2.99,FLORENCE WOODS,5798,73
2900,Mike Hillyer,2005-07-10 15:05:42.000,2.99,VIOLA HANSON,5803,432
2901,Mike Hillyer,2005-07-10 15:06:31.000,2.99,RHONDA KENNEDY,5804,468
2902,Mike Hillyer,2005-07-10 15:27:04.000,0.99,MARIO CHEATHAM,5811,873
2903,Mike Hillyer,2005-07-10 15:48:19.000,2.99,LAURA RODRIGUEZ,5815,644
2904,Mike Hillyer,2005-07-10 16:04:59.000,4.99,CLYDE TOBIAS,5820,330
2905,Mike Hillyer,2005-07-10 16:07:16.000,4.99,MICHAEL SILVERMAN,5821,31
2906,Mike Hillyer,2005-07-10 16:20:30.000,2.99,MARCUS HIDALGO,5825,841
2907,Mike Hillyer,2005-07-10 16:21:02.000,4.99,MAXINE SILVA,5826,893
2908,Mike Hillyer,2005-07-10 16:27:25.000,2.99,BERTHA FERGUSON,5828,657
2909,Mike Hillyer,2005-07-10 16:29:41.000,0.99,KIM CRUZ,5829,746
2910,Mike Hillyer,2005-07-10 16:34:00.000,2.99,CHERYL MURPHY,5830,513
2911,Mike Hillyer,2005-07-10 16:34:48.000,4.99,ASHLEY RICHARDSON,5832,521
2912,Mike Hillyer,2005-07-10 16:39:24.000,4.99,BRITTANY RILEY,5833,838
2913,Mike Hillyer,2005-07-10 17:04:56.000,2.99,CARLA GUTIERREZ,5838,356
2914,Mike Hillyer,2005-07-10 17:09:09.000,4.99,THERESA WATSON,5840,239
2915,Mike Hillyer,2005-07-10 17:11:37.000,4.99,STELLA MORENO,5842,28
2916,Mike Hillyer,2005-07-10 17:14:43.000,0.99,JOANNE ROBERTSON,5844,132
2917,Mike Hillyer,2005-07-10 17:28:14.000,2.99,RODNEY MOELLER,5848,993
2918,Mike Hillyer,2005-07-10 17:32:33.000,2.99,MARIE TURNER,5849,356
2919,Mike Hillyer,2005-07-10 17:45:13.000,2.99,MITCHELL WESTMORELAND,5853,664
2920,Mike Hillyer,2005-07-10 17:57:32.000,0.99,GEORGE LINTON,5856,111
2921,Mike Hillyer,2005-07-10 17:59:29.000,0.99,ANGELA HERNANDEZ,5857,280
2922,Mike Hillyer,2005-07-10 18:02:02.000,0.99,CHARLENE ALVAREZ,5859,26
2923,Mike Hillyer,2005-07-10 18:14:22.000,0.99,OLGA JIMENEZ,5861,849
2924,Mike Hillyer,2005-07-10 18:20:48.000,2.99,DARLENE ROSE,5862,450
2925,Mike Hillyer,2005-07-10 18:25:23.000,0.99,CHAD CARBONE,5863,560
2926,Mike Hillyer,2005-07-10 18:39:16.000,4.99,FREDERICK ISBELL,5868,100
2927,Mike Hillyer,2005-07-10 18:40:09.000,4.99,AMANDA CARTER,5869,466
2928,Mike Hillyer,2005-07-10 18:46:08.000,2.99,JOSEPH JOY,5871,724
2929,Mike Hillyer,2005-07-10 18:54:05.000,4.99,BENJAMIN VARNEY,5872,60
2930,Mike Hillyer,2005-07-10 19:02:51.000,0.99,MONICA HICKS,5874,488
2931,Mike Hillyer,2005-07-10 19:08:51.000,2.99,CLINTON BUFORD,5877,331
2932,Mike Hillyer,2005-07-10 19:09:57.000,0.99,PENNY NEAL,5878,833
2933,Mike Hillyer,2005-07-10 19:12:47.000,4.99,RAY HOULE,5879,843
2934,Mike Hillyer,2005-07-10 19:14:58.000,0.99,MAURICE CRAWLEY,5880,79
2935,Mike Hillyer,2005-07-10 19:19:43.000,2.99,DEBORAH WALKER,5881,53
2936,Mike Hillyer,2005-07-10 19:31:38.000,0.99,GENE SANBORN,5884,204
2937,Mike Hillyer,2005-07-10 19:45:47.000,2.99,NEIL RENNER,5887,571
2938,Mike Hillyer,2005-07-10 20:01:17.000,0.99,VIVIAN RUIZ,5891,949
2939,Mike Hillyer,2005-07-10 20:02:42.000,4.99,ANDREW PURDY,5892,941
2940,Mike Hillyer,2005-07-10 20:05:30.000,2.99,ALEXANDER FENNELL,5893,368
2941,Mike Hillyer,2005-07-10 20:09:34.000,0.99,KRISTEN CHAVEZ,5894,489
2942,Mike Hillyer,2005-07-10 20:13:19.000,0.99,JOANN GARDNER,5895,491
2943,Mike Hillyer,2005-07-10 20:15:56.000,0.99,KEITH RICO,5896,160
2944,Mike Hillyer,2005-07-10 20:18:09.000,2.99,TED BREAUX,5898,716
2945,Mike Hillyer,2005-07-10 20:21:52.000,2.99,CRAIG MORRELL,5899,305
2946,Mike Hillyer,2005-07-10 20:21:54.000,0.99,CHAD CARBONE,5900,241
2947,Mike Hillyer,2005-07-10 20:31:24.000,0.99,ALLISON STANLEY,5902,598
2948,Mike Hillyer,2005-07-10 20:39:04.000,2.99,BYRON BOX,5903,304
2949,Mike Hillyer,2005-07-10 20:41:09.000,0.99,DOROTHY TAYLOR,5905,850
2950,Mike Hillyer,2005-07-10 20:51:34.000,2.99,JEROME KENYON,5910,232
2951,Mike Hillyer,2005-07-10 20:58:55.000,2.99,OLGA JIMENEZ,5913,608
2952,Mike Hillyer,2005-07-10 21:26:31.000,0.99,VIRGINIA GREEN,5916,489
2953,Mike Hillyer,2005-07-10 21:32:06.000,2.99,REBECCA SCOTT,5918,24
2954,Mike Hillyer,2005-07-10 21:32:14.000,2.99,TINA SIMMONS,5919,35
2955,Mike Hillyer,2005-07-10 21:35:12.000,4.99,MARIA MILLER,5921,856
2956,Mike Hillyer,2005-07-10 21:36:53.000,2.99,PENNY NEAL,5922,305
2957,Mike Hillyer,2005-07-10 21:40:06.000,0.99,TONY CARRANZA,5923,395
2958,Mike Hillyer,2005-07-10 21:41:23.000,2.99,JEANETTE GREENE,5924,137
2959,Mike Hillyer,2005-07-10 21:53:42.000,0.99,JENNY CASTRO,5926,623
2960,Mike Hillyer,2005-07-10 21:57:14.000,2.99,CHRISTINA RAMIREZ,5927,175
2961,Mike Hillyer,2005-07-10 21:58:30.000,4.99,DIANE COLLINS,5928,897
2962,Mike Hillyer,2005-07-10 22:14:30.000,0.99,ARNOLD HAVENS,5936,425
2963,Mike Hillyer,2005-07-10 22:31:01.000,4.99,MISTY LAMBERT,5940,725
2964,Mike Hillyer,2005-07-10 22:48:13.000,0.99,IRMA PEARSON,5943,663
2965,Mike Hillyer,2005-07-10 22:52:42.000,2.99,JEREMY HURTADO,5945,94
2966,Mike Hillyer,2005-07-10 22:57:29.000,2.99,THOMAS GRIGSBY,5946,356
2967,Mike Hillyer,2005-07-10 23:07:42.000,2.99,ERIC ROBERT,5947,73
2968,Mike Hillyer,2005-07-10 23:13:45.000,4.99,PERRY SWAFFORD,5950,941
2969,Mike Hillyer,2005-07-10 23:14:29.000,0.99,TRACY HERRMANN,5951,549
2970,Mike Hillyer,2005-07-10 23:18:20.000,0.99,TERRENCE GUNDERSON,5952,747
2971,Mike Hillyer,2005-07-10 23:23:08.000,4.99,MARC OUTLAW,5956,556
2972,Mike Hillyer,2005-07-10 23:24:02.000,0.99,ELLA OLIVER,5957,553
2973,Mike Hillyer,2005-07-10 23:35:36.000,0.99,TROY QUIGLEY,5959,696
2974,Mike Hillyer,2005-07-10 23:38:34.000,0.99,MINNIE ROMERO,5960,849
2975,Mike Hillyer,2005-07-10 23:47:08.000,0.99,VIRGINIA GREEN,5963,970
2976,Mike Hillyer,2005-07-10 23:51:52.000,0.99,ROGER QUINTANILLA,5965,978
2977,Mike Hillyer,2005-07-11 00:02:19.000,4.99,JESSIE BANKS,5967,460
2978,Mike Hillyer,2005-07-11 00:03:11.000,4.99,DWAYNE OLVERA,5968,721
2979,Mike Hillyer,2005-07-11 00:04:50.000,2.99,NORMA GONZALES,5970,331
2980,Mike Hillyer,2005-07-11 00:08:54.000,4.99,MELISSA KING,5972,1000
2981,Mike Hillyer,2005-07-11 00:09:17.000,0.99,LORRAINE STEPHENS,5973,266
2982,Mike Hillyer,2005-07-11 00:14:19.000,2.99,HELEN HARRIS,5975,657
2983,Mike Hillyer,2005-07-11 00:16:38.000,0.99,ROBERTO VU,5977,873
2984,Mike Hillyer,2005-07-11 00:16:54.000,2.99,MILTON HOWLAND,5978,375
2985,Mike Hillyer,2005-07-11 00:17:09.000,2.99,VICKIE BREWER,5979,378
2986,Mike Hillyer,2005-07-11 00:18:21.000,4.99,CHRISTOPHER GRECO,5980,385
2987,Mike Hillyer,2005-07-11 00:19:04.000,4.99,HEIDI LARSON,5981,465
2988,Mike Hillyer,2005-07-11 00:34:11.000,2.99,ELAINE STEVENS,5983,78
2989,Mike Hillyer,2005-07-11 00:44:36.000,2.99,MARION SNYDER,5984,615
2990,Mike Hillyer,2005-07-11 00:57:53.000,2.99,FELICIA SUTTON,5989,152
2991,Mike Hillyer,2005-07-11 01:03:14.000,4.99,EDWIN BURK,5990,342
2992,Mike Hillyer,2005-07-11 01:06:41.000,4.99,ERIK GUILLEN,5993,785
